PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,OD,AMB,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
ECODOPPLERCARDIOGRAMA COM CONTRASTE INTRACAVITÁRIO,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ECODOPPLERCARDIOGRAMA COM CONTRASTE PARA PERFUSÃO MIOCÁRDICA,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ECODOPPLERCARDIOGRAMA COM ESTRESSE FARMACOLÓGICO/ESTRESSE FÍSICO,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ECODOPPLERCARDIOGRAMA FETAL COM MAPEAMENTO DE FLUXO (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,,Plano Referência,,20,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ECODOPPLERCARDIOGRAMA TRANSESOFÁGICO,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ECODOPPLERCARDIOGRAMA TRANSTORÁCICO,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ESTUDO DE VASO COM DOPPLER PULSADO CONTÍNUO CONVENCIONAL,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ELASTOGRAFIA HEPÁTICA ULTRASSÔNICA (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,119,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA ARTICULAR,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Odontologia,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
ULTRASSONOGRAFIA BIOMICROSCÓPICA OCULAR,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA DE ABDOME INFERIOR FEMININO,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA DE ABDOME INFERIOR MASCULINO,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA DE ABDOME SUPERIOR,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA DE ABDOME TOTAL,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA DE APARELHO URINÁRIO FEMININO,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA DE APARELHO URINÁRIO MASCULINO,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA DE ESTRUTURAS SUPERFICIAIS OU PARTES MOLES,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA DE GLÂNDULAS SALIVARES,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA DE GLOBO OCULAR COM OU SEM DOPPLER COLORIDO,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA DE MAMA,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ULTRASSONOGRAFIA DE ÓRGÃOS SUPERFICIAIS (TIREÓIDE, ESCROTO, PÊNIS OU CRÂNIO)",,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA TRANSRETAL,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA DE RETROPERITÔNIO (GRANDES VASOS OU ADRENAIS),,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA DERMATOLÓGICA - PELE E SUBCUTÂNEO,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA DIAGNÓSTICA OCULAR,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ULTRASSONOGRAFIA OBSTÉTRICA COM TRANSLUCÊNCIA NUCAL/ULTRASSONOGRAFIA MORFOLÓGICA DO 1º
TRIMESTRE (COM DIRETRIZ DE UTILIZAÇÃO)",,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,,Plano Referência,,76,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA OBSTÉTRICA CONVENCIONALCOM OU SEM DOPPLER COLORIDO,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA OBSTÉTRICA ENDOVAGINAL,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Odontologia,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
ULTRASSONOGRAFIA OBSTÉTRICA MORFOLÓGICA (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,,Plano Referência,,75,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA OBSTÉTRICA: PERFIL BIOFÍSICO FETAL,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA - PEÇA CIRÚGICA,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA TORÁCICA EXTRACARDÍACA,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA TRANSVAGINAL (INCLUI ABDOME INFERIOR FEMININO),,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA TRANSVAGINAL PARA CONTROLE DE OVULAÇÃO (INCLUI ABDOME INFERIOR FEMININO),,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA DIAGNÓSTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DOPPLER COLORIDO INTRA-OPERATÓRIO,,,,,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ECODOPPLERCARDIOGRAMA TRANSOPERATÓRIO - TRANSESOFÁGICO OU EPICÁRDICO,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PUNÇÃO ASPIRATIVA ORIENTADA POR US,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PUNÇÃO VASCULAR ORIENTADA POR US,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"REDUÇÃO DE INVAGINAÇÃO INTESTINAL POR ENEMA, ORIENTADA POR US",,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ULTRASSONOGRAFIA TRANSRETAL COM BIÓPSIA,,,,,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ULTRASSONOGRAFIA OBSTÉTRICA (COM AMNIOCENTESE, BIÓPSIA OU PUNÇÃO ASPIRATIVA)",,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,,Plano Referência,,,ULTRASSONOGRAFIA INTERVENCIONISTA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ANGIOTOMOGRAFIA (CRÂNIO, PESCOÇO, TÓRAX, ABDOME SUPERIOR OU PELVE) - ARTERIAL OU VENOSA
(EXCLUI TOMOGRAFIA MULTISLICE)",,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOTOMOGRAFIA ARTERIAL DE MEMBRO INFERIOR (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,116,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOTOMOGRAFIA DE AORTA ABDOMINAL,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOTOMOGRAFIA DE AORTA TORÁCICA,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIOTOMOGRAFIA CORONARIANA (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,3,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE ABDOME SUPERIOR,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Odontologia,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
"TOMOGRAFIA COMPUTADORIZADA DE ABDOME TOTAL (ABDOME SUPERIOR, PELVE E RETROPERITÔNIO)",,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TOMOGRAFIA COMPUTADORIZADA DE ARTICULAÇÃO (ESTERNOCLAVICULAR, OMBRO, COTOVELO, PUNHO,
SACROILÍACA, COXOFEMORAL, JOELHO OU PÉ)",,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE ARTICULAÇÕES TEMPOROMANDIBULARES,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA DE COERÊNCIA ÓPTICA (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,,69,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TOMOGRAFIA COMPUTADORIZADA DE COLUNA CERVICAL, DORSAL OU LOMBAR",,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TOMOGRAFIA COMPUTADORIZADA DE CRÂNIO, SELA TÚRCICA OU ÓRBITAS",,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE FACE OU SEIOS DA FACE,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE MANDÍBULA/MAXILA,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE MASTÓIDES OU ORELHAS,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE PELVE OU BACIA,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TOMOGRAFIA COMPUTADORIZADA DE PESCOÇO (PARTES MOLES, LARINGE, TIREÓIDE E FARINGE)",,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"TOMOGRAFIA COMPUTADORIZADA DE SEGMENTOS APENDICULARES (BRAÇO, ANTEBRAÇO, MÃO, COXA,
PERNA OU PÉ)",,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOGRAFIA COMPUTADORIZADA DE TÓRAX,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,TOMOGRAFIA COMPUTADORIZADA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
DRENAGEM PERCUTÂNEA ORIENTADA POR TC,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,"TOMOGRAFIA COMPUTADORIZADA
INTERVENCIONISTA",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PUNÇÃO ASPIRATIVA ORIENTADA POR TC,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,"TOMOGRAFIA COMPUTADORIZADA
INTERVENCIONISTA",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
TOMOMIELOGRAFIA,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,"TOMOGRAFIA COMPUTADORIZADA
INTERVENCIONISTA",MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
"ANGIO-RM (CRÂNIO, PESCOÇO, TÓRAX, ABDOME SUPERIOR OU PELVE) - ARTERIAL OU VENOSA",,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIO-RM DE AORTA ABDOMINAL,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ANGIO-RM DE AORTA TORÁCICA,,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
PROCEDIMENTO,"RN
(alteração)",VIGÊNCIA,Odontologia,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
ANGIO-RM ARTERIAL DE MEMBRO INFERIOR (COM DIRETRIZ DE UTILIZAÇÃO),,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,115,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
ARTRO-RM (INCLUI A PUNÇÃO ARTICULAR),,,,Ambulatorial,Seg. Hospitalar Com Obstetrícia,Seg. Hospitalar Sem Obstetrícia,Plano Referência,PAC,,RESSONÂNCIA MAGNÉTICA,MÉTODOS DIAGNÓSTICOS POR IMAGEM,"PROCEDIMENTOS DIAGNÓSTICOS E
TERAPÊUTICOS"
